Id	Hebrew	Url	Transliteration	Root	Root Url	POS	POS Pattern	POS Pattern Url	Gender	Translation
738	לְהַבְעִיר	https://www.pealim.com/dict/243-lehavir/	lehav'ir	ב - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ר	Verb	hif'il			to burn (transitive), to set on fire
739	לְבַעֵר	https://www.pealim.com/dict/5282-levaer/	leva'er	ב - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ר	Verb	pi'el			to exterminate, to destroy, to annihilate
740	תַּבְעֵרָה	https://www.pealim.com/dict/6683-tavera/	tav'era	ב - ע - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ר	Noun	taktela pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtela	feminine	conflagration, fire
741	בַּעַת	https://www.pealim.com/dict/5154-baat/	ba'at	ב - ע - ת	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ת	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	phobia
742	לְהִיבָּעֵת	https://www.pealim.com/dict/5155-lehibaet/	lehiba'et	ב - ע - ת	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ת	Verb	nif'al			to be terrified, horrified (lit.)
743	מְבוֹעָת	https://www.pealim.com/dict/8182-mevoat/	mevo'at	ב - ע - ת	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ת	Adjective	mekuttal pattern	https://www.pealim.com/dict/?pos=adjective&am=mequttal		terrified, horrified (מ־)
744	לְהַבְעִית	https://www.pealim.com/dict/7508-lehavit/	lehav'it	ב - ע - ת	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ע&rf=ת	Verb	hif'il			to frighten, to scare, to cause panic, to terrify
745	בָּצָל	https://www.pealim.com/dict/7000-batzal/	batzal	ב - צ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ל	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	🌰 onion; tuber (botany)
746	לְבַצֵּעַ	https://www.pealim.com/dict/244-levatzea/	levatzea	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Verb	pi'el			to perform, to execute
747	לְהִתְבַּצֵּעַ	https://www.pealim.com/dict/245-lehitbatzea/	lehitbatzea	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Verb	hitpa'el			to be executed, achieved
748	בִּיצּוּעַ	https://www.pealim.com/dict/5513-bitzua/	bitzua	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	implementation, execution
749	מִבְצָע	https://www.pealim.com/dict/6027-mivtza/	mivtza	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	operation; military campaign; sale
750	לִבְצוֹעַ	https://www.pealim.com/dict/2737-livtzoa/	livtzoa	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Verb	pa'al			to slice (bread) (על, את)
751	לְהִיבָּצֵעַ	https://www.pealim.com/dict/7818-lehibatzea/	lehibatzea	ב - צ - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ע	Verb	nif'al			to be sliced, to be cut, to be broken (bread)
752	בִּיצָּה	https://www.pealim.com/dict/5945-bitza/	bitza	ב - צ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=צ	Noun	kitla pattern	https://www.pealim.com/dict/?pos=noun&nm=qitla	feminine	swamp
753	בּוֹץ	https://www.pealim.com/dict/6351-botz/	botz	ב - צ - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=צ	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	mud; trouble (coll.)
754	בָּצֵק	https://www.pealim.com/dict/6298-batzek/	batzek	ב - צ - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ק	Noun	katel pattern	https://www.pealim.com/dict/?pos=noun&nm=qatel	masculine	dough
755	בָּצֵק	https://www.pealim.com/dict/6299-batzek/	batzek	ב - צ - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ק	Adjective	katel pattern	https://www.pealim.com/dict/?pos=adjective&am=qatel		swollen, oedematous
756	לְהִתְבַּצֵּר	https://www.pealim.com/dict/248-lehitbatzer/	lehitbatzer	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Verb	hitpa'el			to be fortified
757	לְהִיבָּצֵר	https://www.pealim.com/dict/246-lehibatzer/	lehibatzer	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Verb	nif'al			to be impossible (for) (מין)
758	בַּצּוֹרֶת	https://www.pealim.com/dict/8022-batzoret/	batzoret	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Noun	kattolet pattern	https://www.pealim.com/dict/?pos=noun&nm=qattolet	feminine	drought
759	בָּצוּר	https://www.pealim.com/dict/7708-batzur/	batzur	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		fortified, strengthened, reinforced
760	מִבְצָר	https://www.pealim.com/dict/8040-mivtzar/	mivtzar	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	fortress, citadel, stronghold
761	לְבַצֵּר	https://www.pealim.com/dict/247-levatzer/	levatzer	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Verb	pi'el			to fortify, to reinforce
762	לִבְצוֹר	https://www.pealim.com/dict/2738-livtzor/	livtzor	ב - צ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=צ&rf=ר	Verb	pa'al			to collect, to pick (grapes)
763	בָּקִיא	https://www.pealim.com/dict/4731-baki/	baki	ב - ק - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=א	Adjective	katil pattern	https://www.pealim.com/dict/?pos=adjective&am=qatil		knowledgeable, expert
764	לִבְקוֹעַ	https://www.pealim.com/dict/249-livkoa/	livkoa	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Verb	pa'al			to hatch, to rip
765	לְבַקֵּעַ	https://www.pealim.com/dict/250-levakea/	levakea	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Verb	pi'el			to split, to cleave
766	בִּיקּוּעַ	https://www.pealim.com/dict/8515-bikua/	bikua	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	cleaving, splitting, cracking
767	לְהִתְבַּקֵּעַ	https://www.pealim.com/dict/252-lehitbakea/	lehitbakea	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Verb	hitpa'el			to split, to rip
768	בֶּקַע	https://www.pealim.com/dict/8224-beka/	beka	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	crack, split, rupture; graben, rift (geology); hernia
769	הִתְבַּקְּעוּת	https://www.pealim.com/dict/8315-hitbakut/	hitbak'ut	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	cleaving, splitting, cracking
770	לְהִיבָּקֵעַ	https://www.pealim.com/dict/251-lehibakea/	lehibakea	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Verb	nif'al			to be cracked
771	לְהַבְקִיעַ	https://www.pealim.com/dict/253-lehavkia/	lehavkia	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Verb	hif'il			to penetrate, to score a goal
772	בִּקְעָה	https://www.pealim.com/dict/9164-bika/	bik'a	ב - ק - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ע	Noun	kitla pattern	https://www.pealim.com/dict/?pos=noun&nm=qitla	feminine	valley
773	בּוֹקֶר	https://www.pealim.com/dict/4235-boker/	boker	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	morning
774	בַּקָּרָה	https://www.pealim.com/dict/5532-bakara/	bakara	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	kattala pattern	https://www.pealim.com/dict/?pos=noun&nm=qattala	feminine	inspection, control, supervision
775	בִּיקּוּר	https://www.pealim.com/dict/2954-bikur/	bikur	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	visit
776	בַּקָּר	https://www.pealim.com/dict/7602-bakar/	bakar	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	kattal pattern	https://www.pealim.com/dict/?pos=noun&nm=qattal	masculine	inspector, supervisor, controller
777	בִּיקּוֹרְתִּי	https://www.pealim.com/dict/8091-bikorti/	bikorti	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Adjective				critical, censorious; exacting, picky
778	לְבַקֵּר	https://www.pealim.com/dict/254-levaker/	levaker	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Verb	pi'el			to visit (ב־); to criticise (את)
779	בִּיקּוֹרֶת	https://www.pealim.com/dict/3265-bikoret/	bikoret	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	kittolet pattern	https://www.pealim.com/dict/?pos=noun&nm=qittolet	feminine	criticism; examination; visit
780	בָּקָר	https://www.pealim.com/dict/9185-bakar/	bakar	ב - ק - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ר	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	cattle
781	לְהִתְבַּקֵּשׁ	https://www.pealim.com/dict/256-lehitbakesh/	lehitbakesh	ב - ק - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=שׁ	Verb	hitpa'el			to be asked, required
782	בִּיקּוּשׁ	https://www.pealim.com/dict/2955-bikush/	bikush	ב - ק - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=שׁ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	demand (economics); search
783	בַּקָּשָׁה	https://www.pealim.com/dict/3000-bakasha/	bakasha	ב - ק - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=שׁ	Noun	kattala pattern	https://www.pealim.com/dict/?pos=noun&nm=qattala	feminine	request
784	לְבַקֵּשׁ	https://www.pealim.com/dict/255-levakesh/	levakesh	ב - ק - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=שׁ	Verb	pi'el			to ask, to request, to seek
785	בִּקְתָּה	https://www.pealim.com/dict/8990-bikta/	bikta	ב - ק - ת	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ק&rf=ת	Noun			feminine	shack, hut
786	לִבְרוֹא	https://www.pealim.com/dict/257-livro/	livro	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Verb	pa'al			to create, to shape
787	לְהִיבָּרֵא	https://www.pealim.com/dict/258-lehibare/	lehibare	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Verb	nif'al			to be created
788	בְּרִיאוּת	https://www.pealim.com/dict/4668-briut/	bri'ut	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Noun			feminine	health
789	הַבְרָאָה	https://www.pealim.com/dict/2872-havraa/	havra'a	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	convalescence, recovery
790	בָּרִיא	https://www.pealim.com/dict/3640-bari/	bari	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Adjective	katil pattern	https://www.pealim.com/dict/?pos=adjective&am=qatil		healthy
791	לְבָרֵא	https://www.pealim.com/dict/4050-levare/	levare	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Verb	pi'el			to deforest, to cut trees (lit.)
792	בּוֹרֵא	https://www.pealim.com/dict/8523-bore/	bore	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel	masculine	creator
793	לְהַבְרִיא	https://www.pealim.com/dict/259-lehavri/	lehavri	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Verb	hif'il			to recover, to convalesce
794	תַּבְרוּאָה	https://www.pealim.com/dict/6697-tavrua/	tavru'a	ב - ר - א	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=א	Noun	taktula pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtula	feminine	sanitation
795	בּוֹרֶג	https://www.pealim.com/dict/3206-boreg/	boreg	ב - ר - ג	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ג	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	screw, bolt
796	מַבְרֵג	https://www.pealim.com/dict/3503-mavreg/	mavreg	ב - ר - ג	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ג	Noun	maktel pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtel	masculine	screwdriver
797	לְהַבְרִיג	https://www.pealim.com/dict/261-lehavrig/	lehavrig	ב - ר - ג	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ג	Verb	hif'il			to screw, to fasten
798	לְהִתְבָּרֵג	https://www.pealim.com/dict/262-lehitbareg/	lehitbareg	ב - ר - ג	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ג	Verb	hitpa'el			to be screwed; to get into
799	בָּרָד	https://www.pealim.com/dict/6881-barad/	barad	ב - ר - ד	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ד	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	hail (precipitation); 🍧 snow cone, slushie (dessert)
800	בְּרִית	https://www.pealim.com/dict/5628-brit/	brit	ב - ר - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=י	Noun			feminine	pact, alliance, treaty, covenant
801	לְהַבְרִיז	https://www.pealim.com/dict/2493-lehavriz/	lehavriz	ב - ר - ז	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ז	Verb	hif'il			to shirk, to evade duty, to be absent from work (slang)
802	בֶּרֶז	https://www.pealim.com/dict/6292-berez/	berez	ב - ר - ז	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ז	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	🚰 water tap, faucet
803	לִבְרוֹחַ	https://www.pealim.com/dict/263-livroach/	livroach	ב - ר - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ח	Verb	pa'al			to escape, to run away
804	לְהַבְרִיחַ	https://www.pealim.com/dict/264-lehavriach/	lehavriach	ב - ר - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ח	Verb	hif'il			to smuggle; to drive away
805	בְּרִית	https://www.pealim.com/dict/5628-brit/	brit	ב - ר - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=י	Noun			feminine	pact, alliance, treaty, covenant
806	לְבָרֵךְ	https://www.pealim.com/dict/265-levarech/	levarech	ב - ר - ך	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=כ	Verb	pi'el			to bless, to greet, to felicitate
807	לְהִתְבָּרֵךְ	https://www.pealim.com/dict/266-lehitbarech/	lehitbarech	ב - ר - ך	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=כ	Verb	hitpa'el			to be blessed
808	בְּרָכָה	https://www.pealim.com/dict/2846-bracha/	bracha	ב - ר - ך	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=כ	Noun	ktala pattern	https://www.pealim.com/dict/?pos=noun&nm=qtala	feminine	blessing; greeting
809	בָּרוּךְ	https://www.pealim.com/dict/3062-baruch/	baruch	ב - ר - ך	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=כ	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		blessed
810	בֶּרֶךְ	https://www.pealim.com/dict/3105-berech/	berech	ב - ר - ך	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=כ	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	feminine	knee
811	הַבְרָקָה	https://www.pealim.com/dict/3043-havraka/	havraka	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	polishing; a sudden idea, insight
812	בָּרָק	https://www.pealim.com/dict/3044-barak/	barak	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	lightning, flash
813	מִבְרָק	https://www.pealim.com/dict/3541-mivrak/	mivrak	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	telegram
814	לְהַבְרִיק	https://www.pealim.com/dict/267-lehavrik/	lehavrik	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Verb	hif'il			to polish; to shine
815	לִבְרוֹק	https://www.pealim.com/dict/3042-livrok/	livrok	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Verb	pa'al			to flash, to gleam (biblical)
816	בָּרֶקֶת	https://www.pealim.com/dict/6903-bareket/	bareket	ב - ר - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ק	Noun	kattelet pattern	https://www.pealim.com/dict/?pos=noun&nm=qattelet	feminine	emerald
817	בָּרוּר	https://www.pealim.com/dict/5670-barur/	barur	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		clear, explicit, obvious
818	לְבָרֵר	https://www.pealim.com/dict/269-levarer/	levarer	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Verb	pi'el			to find out, to clarify
819	לְהִתְבָּרֵר	https://www.pealim.com/dict/270-lehitbarer/	lehitbarer	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Verb	hitpa'el			to become clarified
820	בְּרֵירָה	https://www.pealim.com/dict/5914-brera/	brera	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Noun	ktela pattern	https://www.pealim.com/dict/?pos=noun&nm=qtela	feminine	choice, option
821	לָבוֹר	https://www.pealim.com/dict/268-lavor/	lavor	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Verb	pa'al			to choose, to pick
822	בֵּירוּר	https://www.pealim.com/dict/7209-berur/	berur	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	investigation, clarification, inquiry
823	בַּרְרָן	https://www.pealim.com/dict/3428-bareran/	bareran	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Adjective	katlan pattern	https://www.pealim.com/dict/?pos=adjective&am=qatlan		choosy, fastidious
824	בְּרֵירָה	https://www.pealim.com/dict/8255-brera/	brera	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Noun	ktela pattern	https://www.pealim.com/dict/?pos=noun&nm=qtela	feminine	option, choice, alternative
825	מוּבְרָר	https://www.pealim.com/dict/5518-muvrar/	muvrar	ב - ר - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=ר	Verb	huf'al			to be clarified, explained
826	מִבְרֶשֶׁת	https://www.pealim.com/dict/7527-mivreshet/	mivreshet	ב - ר - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=שׁ	Noun	miktelet pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtelet	feminine	brush
827	לְהַבְרִישׁ	https://www.pealim.com/dict/271-lehavrish/	lehavrish	ב - ר - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ר&rf=שׁ	Verb	hif'il			to polish, to brush
828	לִבְשׁוֹל	https://www.pealim.com/dict/272-livshol/	livshol	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Verb	pa'al			to ripen
829	לְהִתְבַּשֵּׁל	https://www.pealim.com/dict/275-lehitbashel/	lehitbashel	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Verb	hitpa'el			to brew, to be cooked
830	בִּישּׁוּל	https://www.pealim.com/dict/2956-bishul/	bishul	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	cooking, boiling
831	בָּשֵׁל	https://www.pealim.com/dict/4856-bashel/	bashel	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Adjective	katel pattern	https://www.pealim.com/dict/?pos=adjective&am=qatel		ripe, mature; ready, prepared
832	לְבַשֵּׁל	https://www.pealim.com/dict/273-levashel/	levashel	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Verb	pi'el			to cook, to boil
833	לְהַבְשִׁיל	https://www.pealim.com/dict/274-lehavshil/	lehavshil	ב - שׁ - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ל	Verb	hif'il			to ripen, to mature
834	לְהִתְבַּשֵּׂם	https://www.pealim.com/dict/277-lehitbasem/	lehitbasem	ב - שׂ - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=מ	Verb	hitpa'el			to perfume oneself
835	בּוֹשֶׂם	https://www.pealim.com/dict/5680-bosem/	bosem	ב - שׂ - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=מ	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	perfume; scent
836	לְבַשֵּׂם	https://www.pealim.com/dict/276-levasem/	levasem	ב - שׂ - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=מ	Verb	pi'el			to aromatise, to odorise
837	בָּשָׂר	https://www.pealim.com/dict/4465-basar/	basar	ב - שׂ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=ר	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	meat, flesh
838	בְּשָׂרִי	https://www.pealim.com/dict/4466-bsari/	bsari	ב - שׂ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=ר	Adjective				of meat, related to meat; of flesh, corporeal
839	לְבַשֵּׂר	https://www.pealim.com/dict/278-levaser/	levaser	ב - שׂ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=ר	Verb	pi'el			to herald, to break the news
840	לְהִתְבַּשֵּׂר	https://www.pealim.com/dict/279-lehitbaser/	lehitbaser	ב - שׂ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׂ&rf=ר	Verb	hitpa'el			to receive word, to be notified
841	בַּשְׂרָנִי	https://www.pealim.com/dict/7048-basrani/	basrani	ב - שׁ - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=שׁ&rf=ר	Adjective				meaty, fleshy
842	בְּתוּלִיּוּת	https://www.pealim.com/dict/8909-betuliyut/	betuliyut	ב - ת - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ת&rf=ל	Noun			feminine	virginity, purity
843	בָּתוּל	https://www.pealim.com/dict/8907-batul/	batul	ב - ת - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ת&rf=ל	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		virgin
844	בְּתוּלִי	https://www.pealim.com/dict/8908-btuli/	btuli	ב - ת - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ת&rf=ל	Adjective				chaste, virginal
845	לְבַתֵּק	https://www.pealim.com/dict/4724-levatek/	levatek	ב - ת - ק	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ת&rf=ק	Verb	pi'el			to split, to cleave; to pierce
846	לְבַתֵּר	https://www.pealim.com/dict/280-levater/	levater	ב - ת - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ב&r2=ת&rf=ר	Verb	pi'el			to slice, to carve
847	לִגְאוֹת	https://www.pealim.com/dict/281-ligot/	lig'ot	ג - א - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ג&r2=א&rf=י	Verb	pa'al			to mount, to swell
848	לְהִתְגָּאוֹת	https://www.pealim.com/dict/282-lehitgaot/	lehitga'ot	ג - א - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ג&r2=א&rf=י	Verb	hitpa'el			to be proud of (ב-)
849	גֵּאֶה	https://www.pealim.com/dict/4405-gee/	ge'e	ג - א - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ג&r2=א&rf=י	Adjective	kete pattern	https://www.pealim.com/dict/?pos=adjective&am=qete		proud; haughty, arrogant
850	גָּאוֹן	https://www.pealim.com/dict/3778-gaon/	ga'on	ג - א - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ג&r2=א&rf=י	Noun	katon pattern	https://www.pealim.com/dict/?pos=noun&nm=qaton	masculine	genius; Gaon (Judaism); (poetic) greatness
